Hugo_Symbol	reptime	percentage_gene_gc_content	hic	cds_length
ECM2	474	0.38544	38	1867.5
ECSCR	NaN	0.46283	41	370
ECSIT	272	0.53759	31	917.5
ECT2	239	0.390365	11	1755.23529411765
ECT2L	610	0.407455	20	2457
EDA	NaN	0.392228	-2	1630.58333333333
EDA2R	NaN	0.38041	-6	1776
EDAR	424	0.45043	14	4280
EDARADD	589	0.440255	11	1537.66666666667
EDC3	206	0.50383	51	982.666666666667
EDC4	158	0.52494	50	1683.78571428571
EDDM3A	577	0.43925	8	927
EDDM3B	577	0.43925	8	896
EDEM1	447	0.42479	14	1723.57142857143
EDEM2	168	0.43735	46	1879.4
EDEM3	493	0.393125	4	2611.16666666667
EDF1	176	0.57812	44	746.333333333333
EDIL3	764	0.355792	-20	2720.5
EDN1	410	0.39424	27	2033
EDN2	381	0.52301	32	664
EDN3	402	0.46081	-9	2231.8
EDNRA	430	0.38752	-6	2293.625
EDNRB	954	0.376355	31	2980.25
EEA1	427	0.3888733	17	2835.6
EED	159	0.41522	26	1545.54545454545
EEF1A1	139	0.43885	38	1576.44444444444
EEF1A2	298	0.59793	54	1795.5
EEF1B2	487	0.42757	25	751.818181818182
EEF1D	235	0.60325	37	901.054545454545
EEF1E1	368	0.4076	9	631.166666666667
EEF1G	217	0.50549	42	1357
EEF2	207	0.52584	30	859.571428571429
EEF2K	235	0.48769	44	2194.5
EEFSEC	410	0.47588	48	1368
EEPD1	522	0.4523533	18	1867.6
EFCAB1	533	0.43168	-28	1108.33333333333
EFCAB2	505	0.420795	10	1078.1875
EFCAB3	362	0.39678	8	1129.25
EFCAB4A	232	0.6055	51	1212.92857142857
EFCAB4B	793	0.46332	18	3001.85714285714
EFCAB5	303	0.3946067	15	2367.75
EFCAB6	627	0.458445	2	1933.81818181818
EFCAB7	401	0.36613	7	1427.33333333333
EFEMP1	264	0.38997	-15	1084.64285714286
EFEMP2	287	0.53051	42	1002.05
EFHB	720	0.39415	-15	1623.14285714286
EFHC1	431	0.412345	34	2980.16666666667
EFHC2	NaN	0.3989	21	1974
EFHD1	211	0.50691	37	1359
EFHD2	212	0.50208	29	1659
EFNA1	194	0.5086	32	1292
EFNA2	234	0.60903	29	2143
EFNA3	214	0.54898	44	1072.5
EFNA4	214	0.54898	44	1137
EFNA5	628	0.3822875	21	1571.6
EFNB1	NaN	0.44566	19	3314
EFNB2	1267	0.41541	2	4461
EFNB3	232	0.50398	27	3222
EFR3A	999	0.378855	6	2390.375
EFS	456	0.48421	31	2509.33333333333
EFTUD1	701	0.410955	13	1102.9
EFTUD2	172	0.48747	28	1328.5
EGF	503	0.386965	9	1575.75
EGFL6	NaN	0.410935	49	1715.66666666667
EGFL7	190	0.59041	56	1185.57142857143
EGFL8	392	0.51762	28	1223.31666666667
EGFLAM	497	0.4201733	-12	1800.63636363636
EGFR	336	0.41849	-13	2652.18181818182
EGLN1	518	0.42372	3	3963
EGLN2	275	0.51341	31	1295.66666666667
EGLN3	564	0.414495	0	1049.18181818182
EGR1	205	0.49024	51	3138
EGR2	852	0.4057	32	2342.5
EGR3	325	0.51308	52	1824.8
EGR4	454	0.48599	36	2372
EHBP1	618	0.3717975	8	1652.19047619048
EHBP1L1	202	0.53865	45	1465.2
EHD1	209	0.56171	61	1547
EHD2	262	0.52574	36	1467.6
EHD3	884	0.44742	15	3982
EHD4	224	0.512825	39	2817.5
EHF	320	0.4266	12	1138.58333333333
EHHADH	587	0.41366	35	1373
EHMT2	188	0.51193	36	2530.52873563218
EI24	595	0.42703	23	1188.10526315789
EID2	322	0.50152	25	1981
EID2B	322	0.50152	25	1073
EIF1	323	0.52872	9	1318.85714285714
EIF1AD	208	0.53527	57	1081.45454545455
EIF1AX	NaN	0.43652	37	2596
EIF1B	675	0.40673	10	788
EIF2A	347	0.381285	24	1119.94117647059
EIF2AK2	281	0.38197	27	2421.14285714286
EIF2AK3	366	0.42191	9	2258.66666666667
EIF2AK4	256	0.416005	26	2692.45454545455
EIF2B1	315	0.44766	40	1126
EIF2B2	222	0.50899	53	956
EIF2B3	185	0.4564	24	916.333333333333
EIF2B4	182	0.50472	52	1604.4
EIF2B5	334	0.45186	42	1175.52941176471
EIF2S1	291	0.38211	32	1619.66666666667
EIF2S2	357	0.447105	55	2656
EIF2S3	NaN	0.42215	41	933.2
EIF3A	194	0.453605	9	3716.66666666667
EIF3B	251	0.52584	43	1632.83333333333
EIF3CL	269	0.495662	56	3078
EIF3D	359	0.50481	38	1001.61538461538
EIF3E	965	0.3649	6	838.944444444444
EIF3F	587	0.4219	4	1701.5
EIF3G	272	0.52452	15	764.578947368421
EIF3H	504	0.3999	11	1115.72727272727
EIF3I	218	0.45691	29	793.5
EIF3J	534	0.40528	30	1060.85714285714
EIF3K	363	0.51574	27	701.071428571429
EIF3L	203	0.53164	66	1127.84615384615
EIF3M	613	0.40355	7	1325.38461538462
EIF4A1	194	0.49879	24	815.578947368421
EIF4A2	384	0.44514	25	1123.46428571429
EIF4A3	219	0.50705	22	1134.75
EIF4B	177	0.47428	38	1277.21428571429
EIF4E	415	0.39155	11	1761
EIF4E1B	359	0.54601	40	1154.875
EIF4E2	211	0.52605	36	1204.92857142857
EIF4E3	527	0.421355	3	2870.1
EIF4EBP1	258	0.47274	29	857.5
EIF4EBP2	338	0.49325	46	7257
EIF4EBP3	319	0.41067	29	691
EIF4ENIF1	313	0.44956	19	1673.92857142857
EIF4G1	268	0.51458	44	2675.61538461538
EIF4G2	266	0.41668	21	1266.12903225806
EIF4G3	406	0.410026	22	2633.72222222222
EIF4H	190	0.5097	51	1432.2
EIF5	175	0.47043	37	1212.14285714286
EIF5A	206	0.53544	36	1109.54545454545
EIF5A2	640	0.39191	26	1540.6
EIF5AL1	284	0.49826	39	3832
EIF5B	612	0.406795	25	2336.25
EIF6	170	0.44539	45	878.875
ELAC1	332	0.40976	51	1201.25
ELAC2	606	0.4417	-52	1473.52380952381
ELANE	198	0.57665	28	971.5
ELAVL1	369	0.56487	19	1916
ELAVL2	719	0.3890033	-40	2417.75
ELAVL3	265	0.52758	32	1696.25
ELAVL4	824	0.39134	-20	2015.18181818182
ELF1	476	0.40829	39	2887.25
ELF2	261	0.41418	30	1923.78571428571
ELF3	168	0.47554	31	1519.5
ELF4	NaN	0.50305	48	2905.33333333333
ELF5	295	0.43284	5	1653.8
ELFN2	179	0.548355	53	1838
ELK1	NaN	0.461825	41	1501.83333333333
ELK3	525	0.454355	23	1350.16666666667
ELK4	230	0.491985	34	4278
ELL	259	0.552845	45	1926.16666666667
ELL2	247	0.42908	51	1367.125
ELL3	286	0.462	37	1019
ELMO1	859	0.4139043	16	1406.6
ELMO2	612	0.49627	48	1724.52380952381
ELMO3	150	0.55169	46	1750.6
ELMOD1	676	0.3866	-3	1403.85714285714
ELMOD2	752	0.37777	7	1273.875
ELMOD3	180	0.482695	29	1644.39130434783
ELN	240	0.49724	54	1632.33333333333
ELOF1	272	0.53759	31	943.777777777778
ELOVL1	252	0.4982	27	901.4
ELOVL2	422	0.40781	22	3997
ELOVL3	187	0.49275	45	1371
ELOVL4	913	0.37837	-14	3042
ELOVL5	287	0.425615	27	1644.875
ELOVL6	522	0.3996633	23	1563
ELOVL7	596	0.39744	4	2369.125
ELP2	591	0.40921	41	1208.78571428571
ELP3	338	0.424565	41	1385.7
ELP4	879	0.3723175	-7	1646.25
ELSPBP1	433	0.453835	29	667
ELTD1	903	0.357665	-17	2014
EMB	1229	0.37608	-3	2160.2
EMCN	807	0.356645	-5	1110.5
EMD	NaN	0.57628	40	918.333333333333
EME1	196	0.49581	24	1324
EME2	288	0.5807	36	2033
EMG1	211	0.51714	47	972.8
EMID1	251	0.5018	51	1224.27272727273
EMILIN1	238	0.51674	50	2684.5
EMILIN2	468	0.424465	37	2743
EMILIN3	309	0.41101	5	3796
EML1	354	0.4643467	10	1227.5
EML2	194	0.51392	45	1118.67741935484
EML3	217	0.50549	42	1604.16666666667
EML4	292	0.42123	17	2553.77777777778
EML5	704	0.3890633	1	3927.22222222222
EMP1	203	0.42837	-3	882.583333333333
EMP2	175	0.43154	8	2535
EMP3	217	0.49213	36	594.222222222222
EMR1	383	0.468845	27	2091
EMR2	448	0.45207	29	3202.11111111111
EMR3	384	0.4985	31	1790.8
EMX1	421	0.44766	23	1245.2
EMX2	632	0.48171	4	1916.33333333333
EN1	576	0.45373	-8	1453
EN2	599	0.5416	-4	3395
ENAH	207	0.4140267	2	2887.22222222222
ENAM	609	0.377865	16	1786.25
ENC1	567	0.42238	26	2580.33333333333
ENDOD1	513	0.42425	16	4687
ENDOG	201	0.52273	34	1172
ENDOU	320	0.44322	14	1620.8
ENG	179	0.54235	55	1607.4
ENGASE	285	0.528	15	1371
ENHO	370	0.47923	55	1082
ENKUR	276	0.4027	8	1797.25
ENO1	171	0.46664	28	1131.66666666667
ENO2	211	0.51714	47	1224.4
ENO3	231	0.52008	30	847.647058823529
ENOPH1	387	0.41377	46	1862.66666666667
ENOSF1	425	0.42695	32	1377.41666666667
ENOX1	523	0.3921529	36	1815.75
ENOX2	NaN	0.3959125	23	3059.5
ENPEP	684	0.39061	-3	1903.2
ENPP1	699	0.38813	-5	3228.5
ENPP2	552	0.39705	7	2176.66666666667
ENPP3	852	0.38098	9	1689.44444444444
ENPP4	791	0.39845	12	4651
ENPP5	819	0.3857	16	2367.66666666667
ENPP6	424	0.43808	-5	1453.75
ENPP7	209	0.5378	31	2022.5
ENSA	149	0.4705	37	1138.33333333333
ENTHD1	503	0.454235	24	1582
ENTPD1	631	0.41254	30	5150.58333333333
ENTPD2	202	0.62853	40	1472.5
ENTPD3	611	0.41475	18	1694.25
ENTPD4	332	0.47206	37	1490.72727272727
ENTPD5	158	0.4366	51	1749
ENTPD6	305	0.46151	-18	1453.72222222222
ENTPD7	304	0.41878	12	2049
ENY2	732	0.36646	20	1229.875
EOMES	429	0.40685	1	2222
EP300	154	0.45675	42	9585
EPAS1	213	0.448355	28	1403.2
EPB41	227	0.4377333	30	3195.61538461538
EPB41L1	235	0.490205	50	2073.11764705882
EPB41L2	707	0.3872367	17	1997.64516129032
EPB41L3	1036	0.39353	-5	1264.05263157895
EPB41L4A	671	0.387465	28	1295.7
EPB41L4B	371	0.43353	15	4903
EPB41L5	406	0.3819667	27	2346.2
EPB42	330	0.42879	43	1641.55555555556
EPC1	189	0.418085	15	2216.5
EPC2	642	0.38309	7	1353.83333333333
EPCAM	246	0.45866	37	1138.33333333333
EPDR1	683	0.37136	10	1467
EPGN	402	0.36058	18	542.333333333333
EPHA1	379	0.46501	15	1394.71428571429
EPHA10	375	0.487335	30	2102.91666666667
EPHA2	197	0.55737	37	1518
EPHA3	NaN	0.346774	-18	3813.33333333333
EPHA4	1025	0.3990867	5	1647.46666666667
EPHA5	706	0.338986	-19	5132.75
EPHA6	1046	0.355195	-18	1597.27272727273
EPHA7	1054	0.3416433	-25	4236.5
EPHA8	541	0.479905	25	2839.33333333333
EPHB1	856	0.44585	9	1153.91666666667
EPHB2	464	0.51559	29	2676.42857142857
EPHB3	411	0.486215	47	1734.66666666667
EPHB4	433	0.52083	48	2100.33333333333
EPHB6	645	0.43433	18	2418.78947368421
EPHX1	168	0.46693	8	1070.6
EPHX2	361	0.478325	36	1368.75
EPHX3	381	0.52383	20	1487
EPHX4	242	0.410435	1	1219.5
EPM2A	748	0.374805	-3	1206.5
EPM2AIP1	473	0.42845	21	7439
EPN1	254	0.53109	-11	1475.66666666667
EPN2	227	0.497625	6	1287.13793103448
EPN3	200	0.52893	20	1243
EPO	336	0.53492	46	1330
EPOR	197	0.50795	31	1718.125
EPPK1	247	0.57418	22	11632
EPRS	608	0.395335	-8	1889
EPS15	251	0.422435	11	1775.3
EPS15L1	258	0.50654	19	1914.4375
EPS8	496	0.3721233	11	1472.41176470588
EPS8L1	432	0.48845	-26	1262
EPS8L2	193	0.5497	48	1175.58620689655
EPS8L3	190	0.487625	27	971.4
EPSTI1	417	0.397285	33	1547.4
EPT1	346	0.42303	36	2413.25
EPX	401	0.4266	14	2708
EPYC	574	0.37143	-33	999.333333333333
ERAL1	177	0.48013	31	1115.25
ERAP1	345	0.397595	36	1633.55555555556
ERAP2	469	0.39047	58	1838
ERAS	NaN	0.47555	29	1266
ERBB2	226	0.55466	38	2283.08333333333
ERBB2IP	189	0.387435	32	3160.52631578947
ERBB3	215	0.47967	38	1690.5
ERBB4	1173	0.3483192	-5	3876.77777777778
ERC1	470	0.40585	25	3245.08333333333
ERC2	694	0.4092873	17	1784.23076923077
ERCC1	191	0.53348	39	1113.64705882353
ERCC2	215	0.5236	23	1488.35714285714
ERCC3	175	0.4511	23	1980.8
ERCC4	251	0.41213	11	1750.75
ERCC5	475	0.4003	33	1706.14285714286
ERCC8	599	0.385935	6	1483.7
EREG	402	0.367	7	2169
ERF	299	0.52452	37	985.571428571429
ERG	418	0.4220875	4	3065.3125
ERGIC1	179	0.494245	47	1574.07142857143
ERGIC2	599	0.37878	-3	1029.54545454545
ERGIC3	169	0.48763	58	937.857142857143
ERH	431	0.47442	39	634.25
ERI1	440	0.43233	44	1722.33333333333
ERI2	580	0.40143	23	1735.625
ERI3	308	0.45485	29	897.8
ERICH1	889	0.50555	-34	1298.45454545455
ERLIN1	198	0.41709	25	2735.66666666667
ERLIN2	326	0.462795	9	1847.81818181818
ERMAP	327	0.44594	28	2842.8
ERMN	837	0.37086	8	1428.8
ERMP1	313	0.384155	25	3113.25
ERN1	379	0.466885	16	1631.625
ERN2	598	0.46215	33	1635
ERO1L	313	0.36301	11	1433
ERO1LB	632	0.43033	9	1857.5
ERP27	426	0.38518	8	1127
ERP29	317	0.40168	45	1193.2
ERP44	681	0.376545	19	4854
ERRFI1	207	0.45277	26	1492.4
ESAM	622	0.44871	14	1484.42857142857
ESCO1	221	0.41772	35	3290.33333333333
ESCO2	229	0.41209	23	1901
ESD	820	0.39067	63	1260.6
ESF1	617	0.393265	-10	3216
ESM1	603	0.41633	13	1214.5
ESPL1	191	0.51035	49	3162.55555555556
ESPN	198	0.551575	33	1144.8
ESPNL	356	0.51323	29	3362.2
ESR1	568	0.39642	0	2949.69230769231
ESR2	387	0.4192833	46	2163.46666666667
ESRP1	426	0.419855	31	2182.36363636364
ESRP2	281	0.41444	30	1494.83333333333
ESRRA	257	0.56543	65	1356
ESRRB	616	0.478345	39	1689.375
ESRRG	1132	0.3782838	-28	3056.4347826087
ESX1	NaN	0.41025	47	1495
ESYT1	171	0.48803	40	1492.54545454545
ESYT2	344	0.43774	1	2502
ESYT3	408	0.47008	19	2545.42857142857
ETAA1	401	0.37202	-3	1969
ETF1	205	0.49024	51	1535.22222222222
ETFA	186	0.4566	35	943.85
ETFB	610	0.4905	-9	1694.4
ETFDH	429	0.3867	1	1188.375
ETHE1	209	0.50096	-10	812.166666666667
ETNK1	644	0.36573	2	1909.83333333333
ETNK2	370	0.51223	34	1131.69230769231
ETS1	644	0.41795	28	2477.1
ETS2	151	0.43243	5	2426.75
ETV1	989	0.371725	-16	2525.58333333333
ETV2	390	0.5033	27	1199.5
ETV3	423	0.44845	31	2496.33333333333
ETV3L	423	0.41941	32	1976
ETV4	148	0.47182	21	1383.72727272727
ETV5	397	0.431595	36	954.733333333333
ETV6	629	0.4284933	31	1621.2
ETV7	192	0.48409	46	1670
EVC	641	0.47402	18	2858.5
EVC2	688	0.4512667	19	4309.6
EVI5	506	0.3948425	4	2308.44444444444
EVI5L	270	0.51569	24	1573.28571428571
EVL	234	0.47738	27	1033.95833333333
EVPL	218	0.50972	22	4111.8
EVX1	394	0.51811	13	1572.4
EVX2	874	0.40717	15	4203
EWSR1	251	0.5018	51	1835.85714285714
EXD1	175	0.438985	39	1699.2
EXD2	373	0.42138	39	1942.57142857143
EXD3	208	0.58122	30	1601
EXO1	325	0.39131	-16	1289.08333333333
EXOC1	452	0.37732	12	1999
EXOC2	679	0.43813	36	1885
EXOC3	399	0.53015	37	2136.4
EXOC3L2	243	0.53757	38	1712.5
EXOC4	965	0.3855533	12	1043.14814814815
EXOC5	944	0.38156	13	1990.6
EXOC6	421	0.4046825	36	2298.125
EXOC6B	625	0.38121	-1	1998.125
EXOC7	218	0.50972	22	2004.8
EXOC8	569	0.44845	2	5099.5
EXOG	578	0.43864	28	1285.64705882353
EXOSC1	188	0.48544	40	742.454545454545
EXOSC10	408	0.48437	34	1386.66666666667
EXOSC2	211	0.49436	24	1431.18181818182
EXOSC3	453	0.44317	23	836.875
EXOSC4	211	0.56355	27	852.666666666667
EXOSC5	249	0.51282	36	683.6
EXOSC6	139	0.49685	37	1700
EXOSC7	326	0.46266	41	916.272727272727
EXOSC8	650	0.39597	16	826.272727272727
EXOSC9	506	0.39366	29	1233.91666666667
EXPH5	500	0.408595	13	6065.5
EXT1	586	0.410755	18	3472
EXT2	616	0.420725	7	1617
EXTL1	221	0.4715	31	1545
EXTL2	859	0.37687	-3	1621.42857142857
EXTL3	327	0.444255	42	1624.64285714286
EYA1	967	0.38466	-3	2797
EYA2	522	0.448435	36	1206.77777777778
EYA3	316	0.42819	28	2585.22222222222
EYA4	409	0.3707075	-8	2537.28571428571
EYS	1167	0.3508848	-23	3766
EZH1	177	0.50822	36	1673.64
EZH2	434	0.4021	13	2220.91666666667
EZR	163	0.4602	55	2235.75
F10	229	0.539195	26	1143.85714285714
F11	606	0.41929	-12	1337.57142857143
F11R	441	0.44025	19	1557.2
F12	261	0.53028	59	1203.66666666667
F13A1	696	0.4083267	22	1139.5
F13B	802	0.35721	-30	1406.5
F2	176	0.48611	48	1211.6
F2R	372	0.40648	46	2131.5
F2RL1	418	0.45499	25	1760.5
F2RL3	305	0.505075	31	2043
F3	258	0.391515	-7	1457.75
F5	415	0.37932	11	4093.25
F7	285	0.56725	14	1452.5
F8	NaN	0.40671	4	2694
F9	NaN	0.38578	0	1475.33333333333
FA2H	173	0.458825	27	1630.2
FAAH	255	0.46446	28	1052
FAAH2	NaN	0.3774033	-6	963.333333333333
FABP1	612	0.44255	6	1253.75
FABP12	595	0.37059	0	527
FABP2	824	0.3654	-1	2478
FABP3	262	0.43101	29	644.5
FABP4	595	0.37405	1	709.75
FABP5	463	0.38415	42	793
FABP6	448	0.47632	38	640
FABP7	1073	0.38201	-1	1556
FABP9	595	0.37405	1	497
FADD	286	0.54042	34	1841
FADS1	212	0.58399	59	1107.85714285714
FADS2	212	0.55505	64	1514.2
FADS3	212	0.52611	69	1435.85714285714
FADS6	320	0.55352	20	1366.66666666667
FAF1	691	0.3890217	-5	1982.83333333333
FAF2	239	0.462495	47	1260.16666666667
FAH	561	0.39436	32	1247.53846153846
FAHD1	288	0.5807	36	1831
FAHD2A	536	0.53805	19	1541.33333333333
FAHD2B	535	0.42365	38	1021.42857142857
FAIM	515	0.40933	26	1119.44444444444
FAIM2	231	0.47879	45	1510
FAIM3	385	0.43687	39	953.1
FAM101A	504	0.51403	34	1338
FAM101B	591	0.52788	1	3621
FAM102A	201	0.5524	61	2326.42857142857
FAM102B	313	0.38978	-3	5172.66666666667
FAM103A1	683	0.45718	19	1568
FAM104A	251	0.46499	-15	1146.85714285714
FAM104B	NaN	0.3993	18	972.571428571429
FAM105A	380	0.438505	28	1520.33333333333
FAM105B	422	0.42477	16	1824.5
FAM107A	383	0.45328	31	2015.42857142857
FAM107B	327	0.42686	36	1056.42857142857
FAM109A	479	0.50553	42	2149.85714285714
FAM109B	363	0.46834	65	1436
FAM110A	579	0.46792	36	1664.5
FAM110B	601	0.39501	15	1020.28571428571
FAM111A	686	0.41226	9	2296.27272727273
FAM111B	741	0.39355	-6	2065.4
FAM114A1	352	0.41761	63	1367.83333333333
FAM114A2	592	0.405765	5	1133.29411764706
FAM115A	618	0.39361	-5	2030.85714285714
FAM115C	463	0.4099717	-7	3253.375
FAM117A	361	0.45153	26	901.583333333333
FAM117B	515	0.40544	26	4101
FAM118A	277	0.50154	26	916.235294117647
FAM118B	341	0.47257	28	1222.44444444444
FAM120A	547	0.433245	35	3219.42857142857
FAM120AOS	547	0.4183	26	1551.72727272727
FAM120B	600	0.47094	-4	2924.2
FAM120C	NaN	0.4286067	28	3387.5
FAM122B	NaN	0.41725	27	1933.625
FAM122C	NaN	0.41725	27	1344.45454545455
FAM124A	518	0.428975	37	2492.33333333333
FAM124B	460	0.41195	12	2377.66666666667
FAM126A	413	0.39556	26	2307.625
FAM126B	167	0.397185	33	2033.27272727273
FAM127A	NaN	0.4393	42	810
FAM127B	NaN	0.4393	42	839.75
FAM127C	NaN	0.4393	42	2017
FAM129A	479	0.3897433	3	2414.6
FAM129B	182	0.51952	46	1490
FAM129C	206	0.52423	42	2032.07142857143
FAM131A	268	0.51458	44	1675.4
FAM131B	379	0.44623	29	3224.11111111111
FAM131C	197	0.53516	40	1385
FAM132A	196	0.61504	27	705.2
FAM133A	NaN	0.35992	-11	3311.25
FAM133B	334	0.40603	24	1132
FAM134A	177	0.45116	36	1347.6
FAM134B	553	0.4216767	-11	1583.16666666667
FAM134C	177	0.51	38	1320.53846153846
FAM135A	606	0.36895	11	3016.6875
FAM135B	989	0.41934	-37	2349.63636363636
FAM136A	370	0.43511	38	1184.66666666667
FAM13A	576	0.3816025	8	2039.26086956522
FAM13B	396	0.388665	39	1485.81818181818
FAM13C	707	0.382115	-15	1624.25
FAM149A	536	0.43382	-13	1386.38888888889
FAM150A	682	0.39884	-11	876.5
FAM150B	624	0.41613	-18	723.857142857143
FAM151A	415	0.4969	20	1724.5
FAM151B	516	0.388125	35	1194
FAM153A	553	0.4403	18	878.363636363636
FAM153B	609	0.45726	19	1132.95
FAM153C	363	0.49306	32	702.916666666667
FAM154A	450	0.42633	-18	1531.75
FAM154B	701	0.37665	18	1077.33333333333
FAM155A	1144	0.3754437	-37	3478
FAM155B	NaN	0.42472	23	4013
FAM156B	NaN	0.44199	62	1683.25
FAM159A	261	0.4301	19	1180.25
FAM160A2	728	0.41137	4	2391.8
FAM160B1	183	0.406195	16	2452.75
FAM160B2	219	0.50822	34	1493.91666666667
FAM161A	249	0.42602	34	2611.14285714286
FAM161B	158	0.4366	51	2582.33333333333
FAM162A	478	0.39738	34	1622.66666666667
FAM162B	581	0.37278	14	1033
FAM163A	479	0.42101	-8	2909
FAM163B	450	0.57973	32	700
FAM166A	399	0.63341	43	1105
FAM166B	300	0.42407	27	825.2
FAM167A	520	0.449065	43	1616.28571428571
FAM167B	210	0.51037	43	936
FAM168A	311	0.45061	48	2780.75
FAM168B	331	0.46988	16	3114.5
FAM169A	581	0.388575	31	3506
FAM169B	473	0.439355	-53	3213.5
FAM170A	644	0.37508	-2	1132.4
FAM171A1	716	0.44515	8	1724.66666666667
FAM171B	538	0.36823	-9	5819
FAM172A	622	0.3721567	6	1347.33333333333
FAM173A	194	0.62079	33	908.625
FAM173B	325	0.42288	5	1022.28571428571
FAM174A	1030	0.35196	13	910.333333333333
FAM174B	478	0.43833	-17	705.583333333333
FAM175A	378	0.412855	29	1641.375
FAM175B	200	0.465765	36	2992
FAM177A1	321	0.41183	45	1338.45454545455
FAM177B	236	0.38651	-4	949.333333333333
FAM178A	247	0.4632	35	3064.8
FAM178B	392	0.524855	46	1462.75
FAM179A	404	0.47064	28	3492.625
FAM179B	490	0.379525	1	3330.81818181818
FAM180A	386	0.45302	-1	1363.25
FAM181A	645	0.47502	15	1308.8
FAM181B	599	0.40565	-7	1854
FAM183A	294	0.42374	30	467.833333333333
FAM184A	856	0.3906	-1	2051.5
FAM186B	224	0.44831	53	2302.5
FAM187B	472	0.4622	7	1184
FAM188A	903	0.383565	-2	1532.33333333333
FAM188B	538	0.491965	21	2931.33333333333
FAM189A2	539	0.425525	0	1860.83333333333
FAM189B	194	0.5351	45	1828.77777777778
FAM192A	149	0.492045	48	866.47619047619
FAM193A	209	0.458565	46	3267.54545454545
FAM193B	347	0.58274	41	1564
FAM194A	397	0.39695	30	1206.2
FAM195A	213	0.62626	39	1106.5
FAM196A	848	0.44006	-36	3776
FAM198B	849	0.36116	-14	2316.44444444444
FAM199X	NaN	0.41025	47	4847
FAM19A1	954	0.380055	-14	1526.33333333333
FAM19A2	930	0.366716	-44	1279.5
FAM19A3	325	0.43785	27	1169
FAM19A4	842	0.3932667	-15	1447
FAM19A5	952	0.539495	-88	1284.4
FAM200A	332	0.48098	56	2211.5
FAM20A	313	0.42716	-28	1995.66666666667
FAM20B	244	0.424935	1	3293.5
FAM20C	593	0.5513393	-4	1368.8
FAM21B	804	0.4336502	30	2755.33333333333
FAM21C	558	0.42216	33	2952.66666666667
FAM24A	619	0.41921	14	596
FAM24B	619	0.41921	14	680.5
FAM25G	642	0.4320573	23	376
FAM26D	479	0.38389	19	1103.2
FAM26E	479	0.38389	19	9784
FAM26F	541	0.38233	34	731.666666666667
FAM32A	219	0.508125	34	943.6
FAM35A	144	0.41862	27	2661.66666666667
FAM3A	NaN	0.55713	42	1367.68181818182
FAM3B	506	0.45318	24	1316.16666666667
FAM3C	535	0.37624	-1	992.8
FAM3D	503	0.49709	38	752.6
FAM43A	421	0.46113	39	3141
FAM43B	429	0.49115	30	2581
FAM45A	194	0.44435	19	1159.5
FAM46A	396	0.36179	-18	3542.4
FAM46B	336	0.50187	34	2368
FAM46C	557	0.43454	16	5751
FAM46D	NaN	0.37531	-24	3058.5
FAM47A	NaN	0.35936	-15	2579
FAM47B	NaN	0.36249	-14	2122
FAM47C	NaN	0.39297	-10	3308
FAM49A	1427	0.422145	-4	1476
FAM49B	242	0.393175	6	1221.42857142857
FAM50A	NaN	0.57628	40	878.142857142857
FAM50B	208	0.46203	30	1780
FAM53A	350	0.58937	33	1688.57142857143
FAM53B	352	0.522335	32	3518.66666666667
FAM53C	273	0.4556	36	1220.27272727273
FAM57A	483	0.46433	10	1367.71428571429
FAM58A	NaN	0.59288	24	965.25
FAM60A	468	0.43006	6	1616.1
FAM63A	172	0.45108	30	1687.5
FAM63B	311	0.394955	28	4249.2
FAM64A	359	0.47105	6	1123
FAM65A	153	0.52401	49	1597.08695652174
FAM65B	256	0.418645	26	2328
FAM65C	153	0.48586	55	2534.28571428571
FAM69A	372	0.406345	13	2574
FAM69B	190	0.60654	39	2039
FAM69C	969	0.46486	7	1671
FAM71A	224	0.446575	26	2332
FAM71B	1198	0.43032	18	2515
FAM71C	906	0.36969	0	1796
FAM71D	324	0.37573	19	972.9
FAM71E1	491	0.53667	30	837
FAM71F1	304	0.45732	30	1139.625
FAM71F2	304	0.45732	30	1209.57142857143
FAM72A	442	0.4244185	11	1130.11111111111
FAM72B	NaN	0.4199	14	1095.66666666667
FAM73A	207	0.399155	1	2860.25
FAM73B	203	0.51448	29	1768.8
FAM76A	210	0.47615	35	1582
FAM76B	467	0.37486	2	1419.76923076923
FAM78A	213	0.46579	50	3244.25
FAM78B	733	0.439495	-12	2407
FAM81A	188	0.43158	39	745.533333333333
FAM81B	511	0.391	4	779.222222222222
FAM83A	171	0.434855	22	1792.9
FAM83B	495	0.36699	-15	3167
FAM83C	170	0.44539	45	3145
FAM83D	581	0.47333	30	2429
FAM83E	242	0.53984	31	889.5
FAM83F	370	0.455365	28	6013
FAM83H	229	0.54246	28	4632.5
FAM84A	1274	0.39536	-10	3211.25
FAM84B	592	0.41432	-8	3124
FAM86A	419	0.51582	3	1289.77777777778
FAM86B1	625	0.43707	-1	1273.85
FAM89A	616	0.40205	12	1351.33333333333
FAM89B	202	0.53865	45	1336.33333333333
FAM8A1	339	0.40506	13	4677
FAM90A1	438	0.40809	26	1815.66666666667
FAM91A1	269	0.42332	10	2055.5
FAM92A1	552	0.3899	-4	1137.72222222222
FAM92B	273	0.51773	36	1897
FAM96A	234	0.46864	48	859.666666666667
FAM96B	142	0.49416	34	659.333333333333
FAM98A	865	0.40389	5	1528.66666666667
FAM98B	643	0.39019	-15	2101
